FID,REITTI,SUUNTA,PYS_JARJNR,SOLMUTUNNU,LYHYTTUNNU,X,Y,PROJ_X,PROJ_Y,NIMI,NIMIR,OSOITE,OSOITER,AIK_VOIM,VERKKO,VPPYSAKKI,TARIFFIALU,JOUKKOLLAJ
3173,1059,1,19,1171180,H2087,2551130,6677527,2551122,6677513,Ilmalantori,Ilmalatorget,Ilmalantori,Ilmalatorget,1,1, ,01,01
3174,1052,2,24,1286181,H1638,2550458,6679927,2550451,6679945,Hämeenlinnanväylä,Tavastehusleden,Pirkkolantie,Britasvägen,1,1,1,01,01
3175,1039N,1,31,1320107,H1535,2547075,6681143,2547057,6681137,Riihipellontie,Riåkersvägen,Konalantie,Kånalavägen,1,1,1,01,01
3176,1042,1,4,1140102,H1311,2551357,6674620,2551351,6674615,Töölöntori,Tölötorg,Topeliuksenkatu,Topeliusgatan,1,1,1,01,01
3177,1059,1,20,1171105,H2117,2550941,6677720,2550932,6677731,Ilmalanrinne,Ilmalabrinken,Ilmalankatu,Ilmalagatan,1,1,1,01,01
3178,1042,1,5,1140104,H1317,2551064,6675161,2551058,6675158,Linnankoskenkatu,Linnankoskigatan,Topeliuksenkatu 25,Topeliusgatan 25,1,1,1,01,01
3179,1039N,1,32,1320108,H1537,2546881,6681416,2546864,6681416,Ristipellontie,Korsåkersvägen,Konalantie,Kånalavägen,1,1,1,01,01
3180,1059,1,21,1292122,H2085,2550323,6677762,2550325,6677740,Kivihaka,Stenhagen,Hakamäentie,Skogsbackavägen,1,1,1,01,01
3181,1052,2,25,1281116,H2224,2551028,6680197,2551021,6680210,Pirkkolan urheilup.,Britas idrottspark,Pirkkolantie,Britasvägen,1,1,1,01,01
3182,1042,1,6,1150101,H1327,2550727,6675804,2550711,6675798,Töölön tulli,Tölö tull,Topeliuksenkatu 43,Topeliusgatan 43,1,1,1,01,01
3183,1042,1,7,1180203,H1925,2550246,6676307,2550234,6676298,Kuusitie,Granvägen,Mannerheimintie 93,Mannerheimvägen 93,1,1,1,01,01
3184,1052,2,26,1281114,H2226,2551159,6680282,2551150,6680290,Pirkkola,Britas,Pirkkolantie,Britasvägen,1,1,1,01,01
3185,1039N,1,33,1320123,H1539,2547083,6681703,2547073,6681711,Hankasuontie,Hankmossvägen,Malminkartanontie,Malmgårdsvägen,1,1,1,01,01
3186,1059,1,22,1291167,H1935,2549952,6677755,2549949,6677735,Ruskeasuon varikko,Brunakärrs depå,Vihdintie,Vichtisvägen,1,1,1,01,01
3187,1042,1,8,1160202,H1929,2550180,6676627,2550168,6676627,Tilkka,Tilkka,Mannerheimintie,Mannerheimvägen,1,1,1,01,01
3188,1052,2,27,1281109,H2228,2551544,6680636,2551544,6680657,Maunulantie,Månsasvägen,Pirjontie,Birgittavägen,1,1,1,01,01
3189,1039N,1,34,1333148,H1541,2547343,6681744,2547363,6681761,Vuokraajankuja,Arrendatorsgränden,Kartanonkaari,Gårdsbågen,1,1,1,01,01
3190,1059,1,23,1291220,H1513,2549451,6677978,2549437,6677970,Talontie,Hemmansvägen,Vihdintie,Vichtisvägen,1,1,1,01,01
3191,1042,1,9,1160206,H1933,2550048,6677414,2550033,6677414,Ruskeasuo,Brunakärr,Mannerheimintie,Mannerheimvägen,1,1,1,01,01
3192,1052,2,28,1282106,H2238,2551777,6680581,2551802,6680595,Pirjontie,Birgittavägen,Pakilantie,Baggbölevägen,1,1,1,01,01
3193,1039N,1,35,1333133,H1543,2547515,6681560,2547530,6681575,Viljelijänkuja,Odlargränden,Kartanonkaari,Gårdsbågen,1,1,1,01,01
3194,1059,1,24,1465143,H1515,2548916,6678427,2548908,6678412,Höyläämötie,Hyvlerivägen,Pitäjänmäentie,Sockenbackavägen,1,1,1,01,01
3195,1042,1,10,1291144,H1939,2550058,6677812,2550049,6677813,Ruskeasuon varikko,Brunakärrs depå,Hämeenlinnanväylä,Tavastehusleden,1,1,1,01,01
3196,1052,2,29,1282104,H2236,2551909,6680370,2551925,6680380,Maunula,Månsas,Pakilantie,Baggbölevägen,1,1,1,01,01
3197,1039N,1,36,1333135,H1545,2547826,6681440,2547819,6681454,Renginpolku,Drängstigen,Kartanonkaari,Gårdsbågen,1,1,1,01,01
3198,1059,1,25,1465101,H1517,2548661,6678579,2548648,6678562,Valimotie,Gjuterivägen,Pitäjänmäentie,Sockenbackavägen,1,1,1,01,01
3199,1042,1,11,1292146,H1941,2550255,6678261,2550244,6678269,Kivihaka,Stenhagen,Hämeenlinnanväylä,Tavastehusleden,1,1,1,01,01
3200,1052,2,30,1282102,H2234,2552133,6680202,2552145,6680225,Paanutie,Takspånsvägen,Pakilantie,Baggbölevägen,1,1,1,01,01
3201,1039N,1,37,1333150,H1547,2548036,6681672,2548031,6681683,Puustellinpolku,Boställsstigen,Pakarituvantie,Bagarstugevägen,1,1,1,01,01
3202,1059,1,26,1465103,H1519,2548340,6678792,2548332,6678782,Takomotie,Smedjevägen,Pitäjänmäentie,Sockenbackavägen,1,1,1,01,01
3203,1042,1,12,1293150,H1943,2550619,6679099,2550588,6679099,Metsäläntie,Krämertsskogsvägen,Hämeenlinnanväylä,Tavastehusleden,1,1,1,01,01
3204,1052,2,31,1284104,H2232,2552517,6680169,2552514,6680180,Tuusulanväylä,Tusbyleden,Käskynhaltijantie,Ståthållarvägen,1,1,1,01,01
3205,1039N,1,38,1333154,H1549,2548105,6681808,2548097,6681804,Luutnantinpolku,Löjtnantsstigen,Parivaljakontie,Tvåspannsvägen,1,1,1,01,01
3206,1059,1,27,1465105,H1521,2548015,6679026,2548007,6679015,Talin siirt.puutarha,Tali koloniträdgård,Pitäjänmäentie,Sockenbackavägen,1,1,1,01,01
3207,1042,1,13,1293152,H1945,2550410,6680032,2550392,6680024,Pirkkolantie,Britasvägen,Hämeenlinnanväylä,Tavastehusleden,1,1,1,01,01
3208,1052,2,32,1284129,H3148,2552676,6680192,2552666,6680220,Kustaankartano,Gustafsgård,Käskynhaltijantie,Ståthållarvägen,1,1,1,01,01
3209,1042,1,14,1281154,H1947,2550212,6680465,2550189,6680454,Pirkkolan urheilup.,Britas idrottspark,Hämeenlinnanväylä,Tavastehusleden,1,1,1,01,01
3210,1039N,1,39,1333152,H1551,2548052,6682147,2548045,6682155,Malminkartanon as.,Malmgård station,Luutnantintie,Löjtnantsvägen,1,1,1,01,01
3211,1059,1,28,1461107,H1597,2547860,6678985,2547874,6678975,Pajamäentie,Smedjebackavägen,Pajamäentie,Smedjebackavägen,1,1,1,01,01
3212,1052,2,33,1284128,H3150,2553042,6680359,2553032,6680376,Mestarintie,Mästarvägen,Käskynhaltijantie,Ståthållarvägen,1,1,1,01,01
3213,1042,1,15,1332159,H2313,2550183,6681156,2550161,6681164,Kaarelankuja,Kårbölegränden,Kaarelantie,Kårbölevägen,1,1,1,01,01
3214,1039N,1,40,1333179,H1553,2548123,6682331,2548113,6682320,Kartanonkaari,Gårdsbågen,Kartanonkaari,Gårdsbågen,1,1,1,01,01
3215,1059,1,29,1461110,H1598,2547662,6678888,2547659,6678905,Pajamäki,Smedjebacka,Pajamäentie 6,Smedjebackavägen 6,1,1, , ,01
3216,1052,2,34,1284125,H3152,2553352,6680510,2553345,6680525,Norrtäljentie,Norrtäljevägen,Käskynhaltijantie,Ståthållarvägen,1,1,1,01,01
3217,1039N,1,41,1333177,H1555,2547650,6682117,2547658,6682101,Puustellintie,Boställsvägen,Malminkartanontie,Malmgårdsvägen,1,1,1,01,01
3218,1042,1,16,1332161,H2315,2550011,6681692,2549993,6681696,Maununnevantie,Magnuskärrsvägen,Kaarelantie,Kårbölevägen,1,1,1,01,01
3219,1059,2,1,1461110,H1598,2547662,6678888,2547659,6678905,Pajamäki,Smedjebacka,Pajamäentie 6,Smedjebackavägen 6,1,1,1,01,01
3220,1052,2,35,1284123,H3122,2553720,6680624,2553740,6680631,Patola,Dammen,Siltavoudintie,Brofogdevägen,1,1,1,01,01
3221,1039N,1,42,1333184,H1557,2547523,6682216,2547513,6682224,Jälsitie,Savvägen,Kartanonmetsäntie,Gårdsskogsvägen,1,1,1,01,01
3222,1059,2,2,1461108,H1596,2547884,6678970,2547874,6678977,Pajamäentie,Smedjebackavägen,Pajamäentie,Smedjebackavägen,1,1,1,01,01
3223,1042,1,17,1332129,H2317,2549619,6681917,2549610,6681916,Kaarelantie,Kårbölevägen,Kaarelanraitti,Kårböle bygata,1,1,1,01,01
3224,1059,2,3,1462106,H1520,2548019,6678979,2548032,6678998,Talin siirt.puutarha,Tali koloniträdgård,Pitäjänmäentie,Sockenbackavägen,1,1,1,01,01
3225,1039N,1,43,1333180,H1559,2547485,6682400,2547476,6682391,Pihkatie,Kådvägen,Kaarnatie,Barkvägen,1,1,1,01,01
3226,1052,2,36,1284121,H3120,2553730,6680323,2553744,6680310,Ruutanatie,Rudvägen,Siltavoudintie,Brofogdevägen,1,1,1,01,01
3227,1042,1,18,1334123,H2322,2549587,6682238,2549597,6682223,Perhekunnantie,Husfolksvägen,Kanneltie,Kantelevägen,1,1,1,01,01
3228,1059,2,4,1465104,H1518,2548426,6678692,2548437,6678707,Takomotie,Smedjevägen,Pitäjänmäentie,Sockenbackavägen,1,1,1,01,01
3229,1039N,1,44,1333182,H1560,2547188,6682484,2547185,6682484,Neulastie,Barrvägen,Neulastie,Barrvägen,1,1, , ,01
3230,1052,2,37,1284118,H3118,2553639,6680219,2553649,6680209,Oulunkylän tori,Åggelby torg,Siltavoudintie,Brofogdevägen,1,1,1,01,01
3231,1042,1,19,1334115,H2324,2549407,6682166,2549412,6682147,Keriharju,Vikubacka,Kanneltie,Kantelevägen,1,1,1,01,01
3232,1059,2,5,1465102,H1516,2548768,6678460,2548781,6678484,Valimotie,Gjuterivägen,Pitäjänmäentie,Sockenbackavägen,1,1,1,01,01
3233,1039N,2,1,1333182,H1560,2547188,6682484,2547185,6682484,Neulastie,Barrvägen,Neulastie,Barrvägen,1,1,1,01,01
3234,1052,2,38,1284102,H3166,2553584,6680063,2553610,6680089,Mäkitorpantie,Kullatorpsvägen,Oulunkyläntie,Åggelbyvägen,1,1,1,01,01
3235,1042,1,20,1331117,H1702,2549136,6682015,2549151,6682000,Runonlaulajantie,Runosångarvägen,Kanneltie,Kantelevägen,1,1,1,01,01
3236,1039N,2,2,1333181,H1558,2547449,6682379,2547444,6682392,Pihkatie,Kådvägen,Pihkatie,Kådvägen,1,1,1,01,01
3237,1052,2,39,1285159,H3162,2553802,6679774,2553822,6679776,Käpytie,Kottvägen,Oulunkyläntie,Åggelbyvägen,1,1,1,01,01
3238,1059,2,6,1291119,H1514,2549430,6677941,2549446,6677948,Talontie,Hemmansvägen,Vihdintie,Vichtisvägen,1,1,1,01,01
3239,1042,1,21,1331125,H1700,2549059,6681807,2549071,6681822,Vanhaistentie 11,Gamlasvägen 11,Vanhaistentie,Gamlasvägen,1,1,1,01,01
3240,1039N,2,3,1333185,H1556,2547499,6682233,2547512,6682222,Jälsitie,Savvägen,Kartanonmetsäntie,Gårdsskogsvägen,1,1,1,01,01
3241,1052,2,40,1260115,H3098,2553695,6679521,2553718,6679509,Kotoniityntie,Kottängsvägen,Oulunkyläntie,Åggelbyvägen,1,1,1,01,01
3242,1059,2,7,1160118,H2084,2550114,6677723,2550114,6677729,Ruskeasuon varikko,Brunakärrs depå,Hakamäentie,Skogsbackavägen,1,1,1,01,01
3243,1042,1,22,1331121,H1698,2549179,6681503,2549198,6681495,Kannelmäen ostosk.,Gamlas köpcentrum,Vanhaistentie,Gamlasvägen,1,1,1,01,01
3244,1052,2,41,1260113,H3096,2553584,6679313,2553604,6679301,Jaalantie,Jaalavägen,Oulunkyläntie,Åggelbyvägen,1,1,1,01,01
3245,1039N,2,4,1333176,H1554,2547785,6682144,2547777,6682159,Puustellintie,Boställsvägen,Malminkartanontie,Malmgårdsvägen,1,1,1,01,01
3246,1042,1,23,1331145,H1696,2548873,6681522,2548858,6681517,Kanneltie 8,Kantelevägen 8,Kanneltie,Kantelevägen,1,1,1,01,01
3247,1059,2,8,1292123,H2086,2550403,6677730,2550400,6677748,Kivihaka,Stenhagen,Hakamäentie,Skogsbackavägen,1,1,1,01,01
3248,1052,2,42,1260111,H3094,2553481,6679107,2553495,6679098,Taivaskallio,Himmelsberget,Oulunkyläntie,Åggelbyvägen,1,1,1,01,01
3249,1039N,2,5,1333178,H1552,2548101,6682299,2548118,6682315,Kartanonkaari,Gårdsbågen,Kartanonkaari,Gårdsbågen,1,1,1,01,01
3250,1042,1,24,1331146,H1694,2548717,6681518,2548734,6681506,Soittajankuja,Musikantgränden,Soittajantie 8,Musikantvägen 8,1,1,1,01,01
3251,1052,2,43,1250180,H3092,2553344,6678770,2553365,6678764,Koskelan sairaala,Forsby sjukhus,Käpyläntie,Kottbyvägen,1,1,1,01,01
3252,1059,2,9,1171104,H2116,2550910,6677744,2550926,6677726,Ilmalanrinne,Ilmalabrinken,Ilmalankatu,Ilmalagatan,1,1,1,01,01
3253,1039N,2,6,1333153,H1550,2547997,6682078,2548010,6682084,Malminkartanon as.,Malmgård station,Luutnantintie,Löjtnantsvägen,1,1,1,01,01
3254,1042,1,25,1331156,H1640,2548538,6681364,2548550,6681357,Kannelmäen asema,Gamlas station,Soittajantie,Musikantvägen,1,1, , ,01
3255,1052,2,44,1250108,H3090,2553293,6678482,2553319,6678480,Väinölänkuja,Väinölägränd,Käpyläntie,Kottbyvägen,1,1,1,01,01
3256,1059,2,10,1171121,H2088,2551102,6677494,2551114,6677516,Ilmalantori,Ilmalatorget,Ilmalantori,Ilmalatorget,1,1,1,01,01
3257,1039N,2,7,1333155,H1548,2548109,6681746,2548124,6681753,Luutnantinpolku,Löjtnantsstigen,Parivaljakontie,Tvåspannsvägen,1,1,1,01,01
3258,1042,2,1,1331156,H1640,2548538,6681364,2548550,6681357,Kannelmäen asema,Gamlas station,Soittajantie,Musikantvägen,1,1,1,01,01
3259,1059,2,11,1171127,H2090,2551147,6677184,2551169,6677197,Tv-keskus,Tv-centrum,Radiokatu,Radiogatan,1,1,1,01,01
3260,1052,2,45,1250106,H3082,2553328,6678326,2553347,6678335,Joukolan puisto,Joukolaskvären,Intiankatu,Indiagatan,1,1, ,01,01
3261,1039N,2,8,1333151,H1546,2547953,6681597,2547968,6681592,Puustellinpolku,Boställsstigen,Pakarituvantie,Bagarstugevägen,1,1,1,01,01
3262,1042,2,2,1331147,H1695,2548709,6681456,2548698,6681467,Soittajankuja,Musikantgränden,Soittajantie,Musikantvägen,1,1,1,01,01
3263,1059,2,12,1171125,H2092,2551283,6677099,2551281,6677110,Radiokatu,Radiogatan,Radiokatu 10,Radiogatan 10,1,1,1,01,01
3264,1052,2,46,1240108,H3080,2553606,6677953,2553619,6677967,Kumpula,Gumtäkt,Intiankatu,Indiagatan,1,1,1,01,01
3265,1039N,2,9,1333136,H1544,2547762,6681445,2547770,6681430,Renginpolku,Drängstigen,Kartanonkaari,Gårdsbågen,1,1,1,01,01
3266,1042,2,3,1331120,H1697,2548859,6681468,2548873,6681476,Kanneltie 8,Kantelevägen 8,Kanneltie,Kantelevägen,1,1,1,01,01
3267,1059,2,13,1171131,H2094,2551483,6677144,2551479,6677160,Iso Paja,Stora Smedjan,Radiokatu 2,Radiogatan 2,1,1,1,01,01
3268,1059,2,14,1171158,H2096,2551549,6676975,2551570,6676980,Kyllikinportti,Kyllikkiporten,Pasilankatu,Bölegatan,1,1,1,01,01
3269,1052,2,47,1240104,H3078,2553820,6677850,2553811,6677859,Intiankatu,Indiagatan,Väinö Auerin katu,Väinö Auers gata,1,1,1,01,01
3270,1039N,2,10,1333134,H1542,2547496,6681639,2547484,6681628,Viljelijänkuja,Odlargränden,Kartanonkaari,Gårdsbågen,1,1,1,01,01
3271,1042,2,4,1331122,H1699,2549233,6681564,2549216,6681564,Kannelmäen ostosk.,Gamlas köpcentrum,Vanhaistentie,Gamlasvägen,1,1,1,01,01
3272,1059,2,15,1174128,H2100,2551997,6676636,2551993,6676649,Pasilan asema,Böle station,Pasilansilta,Bölebro,1,1,1,01,01
3273,1052,2,48,1240106,H3030,2553819,6677668,2553837,6677664,Sumatrantie,Sumatravägen,Kustaa Vaasan tie,Gustav Vasas väg,1,1,1,01,01
3274,1039N,2,11,1333149,H1540,2547314,6681846,2547299,6681831,Vuokraajankuja,Arrendatorsgränden,Kartanonkaari,Gårdsbågen,1,1,1,01,01
3275,1039N,2,12,1320111,H1538,2547069,6681738,2547085,6681723,Hankasuontie,Hankmossvägen,Malminkartanontie,Malmgårdsvägen,1,1,1,01,01
3276,1042,2,5,1331124,H1701,2549053,6681862,2549041,6681850,Vanhaistentie 11,Gamlasvägen 11,Vanhaistentie 11,Gamlasvägen 11,1,1,1,01,01
3277,1059,2,16,1173112,H0662,2552325,6676646,2552337,6676648,Asemapäällikönkatu,Stinsgatan,Ratamestarinkatu,Banmästargatan,1,1,1,01,01
3278,1042,2,6,1331118,H1703,2549224,6682042,2549214,6682055,Runonlaulajantie,Runosångarvägen,Kanneltie,Kantelevägen,1,1,1,01,01
3279,1052,2,49,1230109,H3037,2553822,6677234,2553814,6677244,Kumpulan kampus,Gumtäkts kampus,Hämeentie,Tavastvägen,1,1,1,01,01
3280,1039N,2,13,1320109,H1536,2546843,6681430,2546866,6681428,Ristipellontie,Korsåkersvägen,Konalantie,Kånalavägen,1,1,1,01,01
3281,1059,2,17,1220131,H2172,2552433,6676485,2552432,6676501,Jämsänkatu,Jämsägatan,Kumpulantie,Gumtäktsvägen,1,1,1,01,01
3282,1052,2,50,1230113,H3041,2554085,6677498,2554076,6677508,Kokkosaarenkatu,Ljusarörsgatan,Hämeentie,Tavastvägen,1,1,1,01,01
3283,1059,2,18,1220117,H2174,2552561,6676339,2552571,6676353,Pasilan konepaja,Fredriksb. verkstad,Teollisuuskatu,Industrigatan,1,1,1,01,01
3284,1039N,2,14,1320105,H1534,2547071,6680984,2547093,6680988,Riihipellontie,Riåkersvägen,Konalantie,Kånalavägen,1,1,1,01,01
3285,1059,2,19,1220115,H2176,2552830,6676117,2552843,6676130,Telekatu,Telegatan,Teollisuuskatu,Industrigatan,1,1,1,01,01
3286,1052,2,51,1230104,H3043,2554251,6677812,2554236,6677818,Arabia,Arabia,Hämeentie,Tavastvägen,1,1,1,01,01
3287,1039N,2,15,1320104,H1532,2547067,6680710,2547087,6680707,Tähkätie,Axvägen,Konalantie,Kånalavägen,1,1,1,01,01
3288,1052,2,52,1232102,H3490,2554468,6677975,2554486,6677968,Arabianranta,Arabiastranden,Arabiankatu,Arabiagatan,1,1, , ,01
3289,1059,2,20,1220113,H2178,2553115,6675886,2553125,6675903,Päijänteentie,Päijännevägen,Teollisuuskatu,Industrigatan,1,1,1,01,01
3290,1039N,2,16,1320102,H1530,2547058,6680397,2547079,6680398,Vähäntuvantie,Lillstuvägen,Konalantie,Kånalavägen,1,1,1,01,01
3291,1039N,2,17,1463181,H1528,2547190,6680004,2547205,6680018,Kokkokallio,Kokkoberget,Konalantie 22,Kånalavägen 22,1,1,1,01,01
3292,1059,2,21,1220120,H2180,2553564,6675711,2553568,6675727,Junatie,Tågvägen,Junatie,Tågvägen,1,1,1,01,01
3293,1054,1,1,1453202,H4302,2559840,6678088,2559837,6678092,Itäkeskus(M),Östra centrum(M),Tallinnanaukio,Revalsplanen,1,1,1,01,01
3294,1039N,2,18,1463116,H1526,2547491,6679730,2547511,6679736,Jännetie,Bågsträngsvägen,Konalantie 10,Kånalavägen 10,1,1,1,01,01
3295,1059,2,22,1100160,H2550,2553970,6675610,2553972,6675619,Tynnyrintekijänkatu,Tunnbindaregatan,Junatie,Tågvägen,1,1,1,01,01
3296,1054,1,2,1453181,H4274,2560161,6678333,2560149,6678341,Puotinharju,Botbyhöjden,Turunlinnantie,Åbohusvägen,1,1,1,01,01
3297,1039N,2,19,1463114,H1524,2547745,6679478,2547754,6679512,Pitäjänmäen asema,Sockenbacka station,Pitäjänmäentie,Sockenbackavägen,1,1,1,01,01
3298,1059,2,23,1420115,H4001,2555608,6675391,2555598,6675410,Kulosaari,Brändö,Itäväylä,Österleden,1,1,1,01,01
3299,1054,1,3,1453121,H4281,2560378,6678633,2560365,6678628,Vanhanlinnantie,Vanhalinnavägen,Myllymestarintie,Kvarnmästarvägen,1,1,1,01,01
3300,1054,1,4,1453109,H4283,2560261,6678968,2560246,6678964,Arhotie,Sandarvsvägen,Myllymestarintie,Kvarnmästarvägen,1,1,1,01,01
3301,1039N,2,20,1465111,H1522,2547917,6679159,2547939,6679154,Takkatie,Spiselvägen,Pitäjänmäentie,Sockenbackavägen,1,1,1,01,01
3302,1059,2,24,1420117,H4003,2556300,6675652,2556296,6675668,Tupasaari,Stugö,Itäväylä,Österleden,1,1,1,01,01
3303,1039N,2,21,1462106,H1520,2548019,6678979,2548032,6678998,Talin siirt.puutarha,Tali koloniträdgård,Pitäjänmäentie,Sockenbackavägen,1,1,1,01,01
3304,1054,1,5,1454116,H4285,2560156,6679358,2560135,6679354,Kukkaniityntie,Blomängsvägen,Myllymestarintie,Kvarnmästarvägen,1,1,1,01,01
3305,1054,1,6,1454111,H4287,2560003,6679776,2559987,6679764,Myllypuron voimal.,Kvarnbäckens kraftv.,Myllymestarintie,Kvarnmästarvägen,1,1,1,01,01
3306,1039N,2,22,1465104,H1518,2548426,6678692,2548437,6678707,Takomotie,Smedjevägen,Pitäjänmäentie,Sockenbackavägen,1,1,1,01,01
3307,1054,1,7,1454113,H4289,2559587,6680106,2559585,6680099,Kurkimäki,Tranbacka,Myllymestarintie,Kvarnmästarvägen,1,1,1,01,01
3308,1039N,2,23,1465102,H1516,2548768,6678460,2548781,6678484,Valimotie,Gjuterivägen,Pitäjänmäentie,Sockenbackavägen,1,1,1,01,01
3309,1054,1,8,1474189,H4293,2558602,6680396,2558597,6680386,Kivikontie,Stensbölevägen,Myllymestarintie,Kvarnmästarvägen,1,1,1,01,01
3310,1039N,2,24,1291139,H1436,2548985,6678013,2549004,6678005,Vanha viertotie,Gamla chaussén,Huopalahdentie,Hoplaksvägen,1,1,1,01,01
3311,1054,1,9,1474121,H4305,2558086,6681078,2558070,6681066,Kivikonlaita,Stensbölekanten,Lahdenväylä,Lahtisleden,1,1,1,01,01
3312,1039N,2,25,1304137,H1396,2548966,6677481,2548984,6677485,Munkkivuori,Munkshöjden,Huopalahdentie,Hoplaksvägen,1,1,1,01,01
3313,1039N,2,26,1301158,H1394,2549078,6677029,2549096,6677033,Niemenmäki,Näshöjden,Huopalahdentie,Hoplaksvägen,1,1,1,01,01
3314,1054,1,10,1382101,H3179,2557293,6681555,2557287,6681527,Tattariharjuntie,Tattaråsvägen,Seppämestarintie,Smedsmästarsvägen,1,1,1,01,01
3315,1059,2,25,1434101,H4005,2556983,6676052,2556976,6676062,Kipparlahti,Skepparviken,Itäväylä,Österleden,1,1,1,01,01
3316,1039N,2,27,1301126,H1392,2549176,6676721,2549185,6676723,Lokkalantie,Locklaisvägen,Huopalahdentie,Hoplaksvägen,1,1,1,01,01
3317,1054,1,11,1382128,H3475,2556658,6681601,2556660,6681581,Latokartanontie,Ladugårdsvägen,Myllymestarintie,Kvarnmästarvägen,1,1,1,01,01
3318,1054,1,12,1370107,H3183,2555182,6681614,2555183,6681605,Pukinmäen asema,Bocksbacka station,Seppämestarintie,Smedsmästarsvägen,1,1,1,01,01
3319,1039N,2,28,1301124,H1390,2549282,6676398,2549289,6676414,Munkkiniemen aukio,Munksnäsplatsen,Paciuksenkatu,Paciusgatan,1,1,1,01,01
3320,1054,1,13,1342101,H3185,2553419,6681870,2553419,6681849,Klaukkalanpuisto,Klasasparken,Muurimestarintie,Murmästarsvägen,1,1,1,01,01
3321,1039N,2,29,1150114,H1386,2549656,6676177,2549673,6676193,Paciuksenkaari,Paciussvängen,Paciuksenkatu,Paciusgatan,1,1,1,01,01
3322,1054,1,14,1341103,H2305,2552610,6681809,2552615,6681799,Sysimiehentie,Kolarvägen,Muurimestarintie,Murmästarsvägen,1,1, ,01,01
3323,1039N,2,30,1150112,H1384,2549849,6676026,2549860,6676042,Meilahdentie,Mejlansvägen,Paciuksenkatu,Paciusgatan,1,1,1,01,01
3324,1039N,2,31,1150117,H1382,2550234,6675857,2550235,6675871,Mäntytie,Tallvägen,Tukholmankatu,Stockholmsgatan,1,1,1,01,01
3325,1054,1,15,1341105,H2307,2551499,6681453,2551501,6681445,Pakilantie,Baggbölevägen,Muurimestarintie,Murmästarsvägen,1,1,1,01,01
3326,1039N,2,32,1150110,H1322,2550521,6675795,2550533,6675809,Haartmaninkatu,Haartmansgatan,Haartmaninkatu,Haartmansgatan,1,1,1,01,01
3327,1054,1,16,1332107,H2309,2550761,6681202,2550769,6681174,Niittyluhdantie,Slåttermossvägen,Muurimestarintie,Murmästarsvägen,1,1,1,01,01
3328,1059,2,26,1431104,H4300,2557300,6676312,2557311,6676320,Herttoniemi(M),Hertonäs(M),Herttoniemi(M),Hertonäs(M),1,1, , ,01
3329,1054,1,17,1332138,H2311,2550181,6680872,2550191,6680852,Pirkkolan urheilup.,Britas idrottspark,Muurimestarintie,Murmästarsvägen,1,1,1,01,01
3330,1039N,2,33,1150108,H1320,2550715,6675637,2550725,6675651,Naistenklinikka,Kvinnokliniken,Haartmaninkatu,Haartmansgatan,1,1,1,01,01
3331,1054,1,18,1294242,H1607,2549625,6680710,2549628,6680686,Kantelettarentie,Kanteletarvägen,Muurimestarintie,Murmästarsvägen,1,1,1,01,01
3332,1039N,2,34,1140101,H1316,2551135,6674951,2551160,6674965,Linnankoskenkatu,Linnankoskigatan,Topeliuksenkatu,Topeliusgatan,1,1,0,01,01
3333,1054,1,19,1294137,H1625,2549376,6680505,2549382,6680485,Näyttelijäntie,Skådespelarvägen,Kaupintie,Krämarvägen,1,1,1,01,01
3334,1039N,2,35,1140130,H1314,2551246,6674776,2551260,6674783,Töölön sairaala,Tölö sjukhus,Topeliuksenkatu,Topeliusgatan,1,1,1,01,01
3335,1054,1,20,1294141,H1623,2549023,6680239,2549041,6680231,Lassila,Lassas,Kaupintie,Krämarvägen,1,1,1,01,01
3336,1039N,2,36,1140103,H1312,2551352,6674582,2551366,6674589,Töölöntori,Tölötorg,Topeliuksenkatu,Topeliusgatan,1,1,1,01,01
3337,1039N,2,37,1130104,H1308,2551334,6674144,2551355,6674141,Apollonkatu,Apollogatan,Runeberginkatu 30,Runebergsgatan 30,1,1,1,01,01
3338,1054,1,21,1294142,H1621,2548752,6680000,2548758,6679981,Vaakatie,Vågvägen,Kaupintie,Krämarvägen,1,1,1,01,01
3339,1039N,2,38,1130109,H1306,2551519,6673593,2551537,6673606,Kauppakorkeakoulut,Handelshögskolorna,Runeberginkatu 10,Runebergsgatan 10,1,1,1,01,01
3340,1054,1,22,1465131,H1619,2548497,6679854,2548515,6679835,Marttila,Martas,Kaupintie,Krämarvägen,1,1,1,01,01
3341,1039N,2,39,1040130,H1224,2551809,6673523,2551799,6673537,Fredrikinkatu,Fredriksgatan,Etel. Rautatiekatu,Södra Järnvägsgatan,1,1,1,01,01
3342,1054,1,23,1465133,H1617,2548272,6679616,2548292,6679600,Meijeritie,Mejerivägen,Kaupintie,Krämarvägen,1,1,1,01,01
